pm_id,p_id,metric_name,metric_value
10372,10372,Physical / Positioning,66
10373,10373,Pace / Diving,73
10373,10373,Shooting / Handling,60
10373,10373,Passing / Kicking,64
10373,10373,Dribbling / Reflexes,66
10373,10373,Defense / Speed,59
10373,10373,Physical / Positioning,74
10374,10374,Pace / Diving,79
10374,10374,Shooting / Handling,56
10374,10374,Passing / Kicking,59
10374,10374,Dribbling / Reflexes,65
10374,10374,Defense / Speed,62
10374,10374,Physical / Positioning,78
10375,10375,Pace / Diving,67
10375,10375,Shooting / Handling,60
10375,10375,Passing / Kicking,63
10375,10375,Dribbling / Reflexes,67
10375,10375,Defense / Speed,59
10375,10375,Physical / Positioning,64
10376,10376,Pace / Diving,49
10376,10376,Shooting / Handling,61
10376,10376,Passing / Kicking,66
10376,10376,Dribbling / Reflexes,64
10376,10376,Defense / Speed,61
10376,10376,Physical / Positioning,70
10377,10377,Pace / Diving,70
10377,10377,Shooting / Handling,51
10377,10377,Passing / Kicking,58
10377,10377,Dribbling / Reflexes,64
10377,10377,Defense / Speed,60
10377,10377,Physical / Positioning,65
10378,10378,Pace / Diving,72
10378,10378,Shooting / Handling,64
10378,10378,Passing / Kicking,61
10378,10378,Dribbling / Reflexes,65
10378,10378,Defense / Speed,37
10378,10378,Physical / Positioning,67
10379,10379,Pace / Diving,68
10379,10379,Shooting / Handling,62
10379,10379,Passing / Kicking,47
10379,10379,Dribbling / Reflexes,63
10379,10379,Defense / Speed,26
10379,10379,Physical / Positioning,82
10380,10380,Pace / Diving,41
10380,10380,Shooting / Handling,34
10380,10380,Passing / Kicking,50
10380,10380,Dribbling / Reflexes,55
10380,10380,Defense / Speed,63
10380,10380,Physical / Positioning,76
10381,10381,Pace / Diving,67
10381,10381,Shooting / Handling,62
10381,10381,Passing / Kicking,60
10381,10381,Dribbling / Reflexes,62
10381,10381,Defense / Speed,44
10381,10381,Physical / Positioning,69
10382,10382,Pace / Diving,67
10382,10382,Shooting / Handling,62
10382,10382,Passing / Kicking,60
10382,10382,Dribbling / Reflexes,66
10382,10382,Defense / Speed,50
10382,10382,Physical / Positioning,63
10383,10383,Pace / Diving,66
10383,10383,Shooting / Handling,57
10383,10383,Passing / Kicking,63
10383,10383,Dribbling / Reflexes,66
10383,10383,Defense / Speed,55
10383,10383,Physical / Positioning,66
10384,10384,Pace / Diving,74
10384,10384,Shooting / Handling,58
10384,10384,Passing / Kicking,58
10384,10384,Dribbling / Reflexes,65
10384,10384,Defense / Speed,56
10384,10384,Physical / Positioning,65
10385,10385,Pace / Diving,71
10385,10385,Shooting / Handling,65
10385,10385,Passing / Kicking,45
10385,10385,Dribbling / Reflexes,61
10385,10385,Defense / Speed,27
10385,10385,Physical / Positioning,62
10386,10386,Pace / Diving,53
10386,10386,Shooting / Handling,58
10386,10386,Passing / Kicking,58
10386,10386,Dribbling / Reflexes,57
10386,10386,Defense / Speed,61
10386,10386,Physical / Positioning,75
10387,10387,Pace / Diving,81
10387,10387,Shooting / Handling,43
10387,10387,Passing / Kicking,58
10387,10387,Dribbling / Reflexes,67
10387,10387,Defense / Speed,57
10387,10387,Physical / Positioning,50
10388,10388,Pace / Diving,78
10388,10388,Shooting / Handling,59
10388,10388,Passing / Kicking,68
10388,10388,Dribbling / Reflexes,68
10388,10388,Defense / Speed,60
10388,10388,Physical / Positioning,58
10389,10389,Pace / Diving,77
10389,10389,Shooting / Handling,63
10389,10389,Passing / Kicking,58
10389,10389,Dribbling / Reflexes,68
10389,10389,Defense / Speed,28
10389,10389,Physical / Positioning,66
10390,10390,Pace / Diving,54
10390,10390,Shooting / Handling,60
10390,10390,Passing / Kicking,61
10390,10390,Dribbling / Reflexes,63
10390,10390,Defense / Speed,63
10390,10390,Physical / Positioning,76
10391,10391,Pace / Diving,75
10391,10391,Shooting / Handling,57
10391,10391,Passing / Kicking,63
10391,10391,Dribbling / Reflexes,69
10391,10391,Defense / Speed,58
10391,10391,Physical / Positioning,70
10392,10392,Pace / Diving,72
10392,10392,Shooting / Handling,61
10392,10392,Passing / Kicking,61
10392,10392,Dribbling / Reflexes,68
10392,10392,Defense / Speed,36
10392,10392,Physical / Positioning,58
10393,10393,Pace / Diving,58
10393,10393,Shooting / Handling,66
10393,10393,Passing / Kicking,52
10393,10393,Dribbling / Reflexes,62
10393,10393,Defense / Speed,31
10393,10393,Physical / Positioning,68
10394,10394,Pace / Diving,62
10394,10394,Shooting / Handling,52
10394,10394,Passing / Kicking,59
10394,10394,Dribbling / Reflexes,61
10394,10394,Defense / Speed,61
10394,10394,Physical / Positioning,68
10395,10395,Pace / Diving,71
10395,10395,Shooting / Handling,33
10395,10395,Passing / Kicking,47
10395,10395,Dribbling / Reflexes,50
10395,10395,Defense / Speed,65
10395,10395,Physical / Positioning,64
10396,10396,Pace / Diving,47
10396,10396,Shooting / Handling,47
10396,10396,Passing / Kicking,53
10396,10396,Dribbling / Reflexes,51
10396,10396,Defense / Speed,64
10396,10396,Physical / Positioning,72
10397,10397,Pace / Diving,68
10397,10397,Shooting / Handling,34
10397,10397,Passing / Kicking,52
10397,10397,Dribbling / Reflexes,56
10397,10397,Defense / Speed,63
10397,10397,Physical / Positioning,75
10398,10398,Pace / Diving,68
10398,10398,Shooting / Handling,39
10398,10398,Passing / Kicking,52
10398,10398,Dribbling / Reflexes,58
10398,10398,Defense / Speed,65
10398,10398,Physical / Positioning,71
10399,10399,Pace / Diving,44
10399,10399,Shooting / Handling,32
10399,10399,Passing / Kicking,42
10399,10399,Dribbling / Reflexes,49
10399,10399,Defense / Speed,65
10399,10399,Physical / Positioning,72
10400,10400,Pace / Diving,50
10400,10400,Shooting / Handling,34
10400,10400,Passing / Kicking,44
10400,10400,Dribbling / Reflexes,48
10400,10400,Defense / Speed,64
10400,10400,Physical / Positioning,78
10401,10401,Pace / Diving,70
10401,10401,Shooting / Handling,60
10401,10401,Passing / Kicking,61
10401,10401,Dribbling / Reflexes,66
10401,10401,Defense / Speed,23
10401,10401,Physical / Positioning,51
10402,10402,Pace / Diving,68
10402,10402,Shooting / Handling,49
10402,10402,Passing / Kicking,62
10402,10402,Dribbling / Reflexes,66
10402,10402,Defense / Speed,59
10402,10402,Physical / Positioning,67
10403,10403,Pace / Diving,83
10403,10403,Shooting / Handling,59
10403,10403,Passing / Kicking,58
10403,10403,Dribbling / Reflexes,70
10403,10403,Defense / Speed,16
10403,10403,Physical / Positioning,40
10404,10404,Pace / Diving,75
10404,10404,Shooting / Handling,58
10404,10404,Passing / Kicking,61
10404,10404,Dribbling / Reflexes,60
10404,10404,Defense / Speed,61
10404,10404,Physical / Positioning,69
10405,10405,Pace / Diving,80
10405,10405,Shooting / Handling,56
10405,10405,Passing / Kicking,57
10405,10405,Dribbling / Reflexes,67
10405,10405,Defense / Speed,49
10405,10405,Physical / Positioning,70
10406,10406,Pace / Diving,61
10406,10406,Shooting / Handling,31
10406,10406,Passing / Kicking,49
10406,10406,Dribbling / Reflexes,58
10406,10406,Defense / Speed,64
10406,10406,Physical / Positioning,68
10407,10407,Pace / Diving,71
10407,10407,Shooting / Handling,55
10407,10407,Passing / Kicking,66
10407,10407,Dribbling / Reflexes,70
10407,10407,Defense / Speed,50
10407,10407,Physical / Positioning,55
10408,10408,Pace / Diving,90
10408,10408,Shooting / Handling,52
10408,10408,Passing / Kicking,56
10408,10408,Dribbling / Reflexes,69
10408,10408,Defense / Speed,34
10408,10408,Physical / Positioning,60
10409,10409,Pace / Diving,62
10409,10409,Shooting / Handling,61
10409,10409,Passing / Kicking,62
10409,10409,Dribbling / Reflexes,64
10409,10409,Defense / Speed,48
10409,10409,Physical / Positioning,62
10410,10410,Pace / Diving,61
10410,10410,Shooting / Handling,54
10410,10410,Passing / Kicking,64
10410,10410,Dribbling / Reflexes,65
10410,10410,Defense / Speed,60
10410,10410,Physical / Positioning,67
10411,10411,Pace / Diving,81
10411,10411,Shooting / Handling,32
10411,10411,Passing / Kicking,52
10411,10411,Dribbling / Reflexes,55
10411,10411,Defense / Speed,61
10411,10411,Physical / Positioning,58
10412,10412,Pace / Diving,65
10412,10412,Shooting / Handling,31
10412,10412,Passing / Kicking,51
10412,10412,Dribbling / Reflexes,55
10412,10412,Defense / Speed,66
10412,10412,Physical / Positioning,61
10413,10413,Pace / Diving,70
10413,10413,Shooting / Handling,53
10413,10413,Passing / Kicking,62
10413,10413,Dribbling / Reflexes,73
10413,10413,Defense / Speed,28
10413,10413,Physical / Positioning,41
10414,10414,Pace / Diving,78
10414,10414,Shooting / Handling,57
10414,10414,Passing / Kicking,60
10414,10414,Dribbling / Reflexes,69
10414,10414,Defense / Speed,50
10414,10414,Physical / Positioning,62
10415,10415,Pace / Diving,60
10415,10415,Shooting / Handling,65
10415,10415,Passing / Kicking,65
10415,10415,Dribbling / Reflexes,66
10415,10415,Defense / Speed,60
10415,10415,Physical / Positioning,75
10416,10416,Pace / Diving,64
10416,10416,Shooting / Handling,63
10416,10416,Passing / Kicking,61
10416,10416,Dribbling / Reflexes,66
10416,10416,Defense / Speed,39
10416,10416,Physical / Positioning,55
10417,10417,Pace / Diving,75
10417,10417,Shooting / Handling,64
10417,10417,Passing / Kicking,58
10417,10417,Dribbling / Reflexes,67
10417,10417,Defense / Speed,27
10417,10417,Physical / Positioning,56
10418,10418,Pace / Diving,68
10418,10418,Shooting / Handling,64
10418,10418,Passing / Kicking,56
10418,10418,Dribbling / Reflexes,66
10418,10418,Defense / Speed,20
10418,10418,Physical / Positioning,71
10419,10419,Pace / Diving,67
10419,10419,Shooting / Handling,54
10419,10419,Passing / Kicking,51
10419,10419,Dribbling / Reflexes,63
10419,10419,Defense / Speed,57
10419,10419,Physical / Positioning,67
10420,10420,Pace / Diving,77
10420,10420,Shooting / Handling,63
10420,10420,Passing / Kicking,47
10420,10420,Dribbling / Reflexes,64
10420,10420,Defense / Speed,19
10420,10420,Physical / Positioning,62
10421,10421,Pace / Diving,69
10421,10421,Shooting / Handling,50
10421,10421,Passing / Kicking,58
10421,10421,Dribbling / Reflexes,65
10421,10421,Defense / Speed,60
10421,10421,Physical / Positioning,76
10422,10422,Pace / Diving,67
10422,10422,Shooting / Handling,64
10422,10422,Passing / Kicking,51
10422,10422,Dribbling / Reflexes,59
10422,10422,Defense / Speed,25
10422,10422,Physical / Positioning,68
10423,10423,Pace / Diving,79
10423,10423,Shooting / Handling,61
10423,10423,Passing / Kicking,52
10423,10423,Dribbling / Reflexes,64
10423,10423,Defense / Speed,34
10423,10423,Physical / Positioning,75
10424,10424,Pace / Diving,70
10424,10424,Shooting / Handling,56
10424,10424,Passing / Kicking,58
10424,10424,Dribbling / Reflexes,65
10424,10424,Defense / Speed,36
10424,10424,Physical / Positioning,56
10425,10425,Pace / Diving,53
10425,10425,Shooting / Handling,46
10425,10425,Passing / Kicking,52
10425,10425,Dribbling / Reflexes,51
10425,10425,Defense / Speed,63
10425,10425,Physical / Positioning,69
10426,10426,Pace / Diving,67
10426,10426,Shooting / Handling,52
10426,10426,Passing / Kicking,58
10426,10426,Dribbling / Reflexes,65
10426,10426,Defense / Speed,60
10426,10426,Physical / Positioning,68
10427,10427,Pace / Diving,80
10427,10427,Shooting / Handling,64
10427,10427,Passing / Kicking,48
10427,10427,Dribbling / Reflexes,60
10427,10427,Defense / Speed,20
10427,10427,Physical / Positioning,71
10428,10428,Pace / Diving,59
10428,10428,Shooting / Handling,44
10428,10428,Passing / Kicking,59
10428,10428,Dribbling / Reflexes,62
10428,10428,Defense / Speed,60
10428,10428,Physical / Positioning,74
10429,10429,Pace / Diving,78
10429,10429,Shooting / Handling,33
10429,10429,Passing / Kicking,53
10429,10429,Dribbling / Reflexes,61
10429,10429,Defense / Speed,58
10429,10429,Physical / Positioning,65
10430,10430,Pace / Diving,67
10430,10430,Shooting / Handling,31
10430,10430,Passing / Kicking,41
10430,10430,Dribbling / Reflexes,44
10430,10430,Defense / Speed,65
10430,10430,Physical / Positioning,71
10431,10431,Pace / Diving,66
10431,10431,Shooting / Handling,57
10431,10431,Passing / Kicking,67
10431,10431,Dribbling / Reflexes,66
10431,10431,Defense / Speed,50
10431,10431,Physical / Positioning,67
10432,10432,Pace / Diving,64
10432,10432,Shooting / Handling,63
10432,10432,Passing / Kicking,55
10432,10432,Dribbling / Reflexes,67
10432,10432,Defense / Speed,40
10432,10432,Physical / Positioning,63
10433,10433,Pace / Diving,52
10433,10433,Shooting / Handling,60
10433,10433,Passing / Kicking,66
10433,10433,Dribbling / Reflexes,68
10433,10433,Defense / Speed,55
10433,10433,Physical / Positioning,63
10434,10434,Pace / Diving,86
10434,10434,Shooting / Handling,62
10434,10434,Passing / Kicking,58
10434,10434,Dribbling / Reflexes,64
10434,10434,Defense / Speed,44
10434,10434,Physical / Positioning,62
10435,10435,Pace / Diving,88
10435,10435,Shooting / Handling,59
10435,10435,Passing / Kicking,54
10435,10435,Dribbling / Reflexes,69
10435,10435,Defense / Speed,39
10435,10435,Physical / Positioning,60
10436,10436,Pace / Diving,67
10436,10436,Shooting / Handling,55
10436,10436,Passing / Kicking,60
10436,10436,Dribbling / Reflexes,68
10436,10436,Defense / Speed,38
10436,10436,Physical / Positioning,63
10437,10437,Pace / Diving,69
10437,10437,Shooting / Handling,35
10437,10437,Passing / Kicking,44
10437,10437,Dribbling / Reflexes,58
10437,10437,Defense / Speed,63
10437,10437,Physical / Positioning,61
10438,10438,Pace / Diving,56
10438,10438,Shooting / Handling,25
10438,10438,Passing / Kicking,45
10438,10438,Dribbling / Reflexes,52
10438,10438,Defense / Speed,62
10438,10438,Physical / Positioning,71
10439,10439,Pace / Diving,70
10439,10439,Shooting / Handling,60
10439,10439,Passing / Kicking,60
10439,10439,Dribbling / Reflexes,68
10439,10439,Defense / Speed,42
10439,10439,Physical / Positioning,41
10440,10440,Pace / Diving,72
10440,10440,Shooting / Handling,37
10440,10440,Passing / Kicking,51
10440,10440,Dribbling / Reflexes,63
10440,10440,Defense / Speed,60
10440,10440,Physical / Positioning,63
10441,10441,Pace / Diving,63
10441,10441,Shooting / Handling,61
10441,10441,Passing / Kicking,64
10441,10441,Dribbling / Reflexes,66
10441,10441,Defense / Speed,16
10441,10441,Physical / Positioning,62
10442,10442,Pace / Diving,59
10442,10442,Shooting / Handling,37
10442,10442,Passing / Kicking,52
10442,10442,Dribbling / Reflexes,42
10442,10442,Defense / Speed,64
10442,10442,Physical / Positioning,70
10443,10443,Pace / Diving,63
10443,10443,Shooting / Handling,53
10443,10443,Passing / Kicking,61
10443,10443,Dribbling / Reflexes,68
10443,10443,Defense / Speed,38
10443,10443,Physical / Positioning,57
10444,10444,Pace / Diving,81
10444,10444,Shooting / Handling,54
10444,10444,Passing / Kicking,57
10444,10444,Dribbling / Reflexes,68
10444,10444,Defense / Speed,31
10444,10444,Physical / Positioning,50
10445,10445,Pace / Diving,69
10445,10445,Shooting / Handling,39
10445,10445,Passing / Kicking,53
10445,10445,Dribbling / Reflexes,56
10445,10445,Defense / Speed,62
10445,10445,Physical / Positioning,68
10446,10446,Pace / Diving,41
10446,10446,Shooting / Handling,27
10446,10446,Passing / Kicking,50
10446,10446,Dribbling / Reflexes,46
10446,10446,Defense / Speed,61
10446,10446,Physical / Positioning,78
10447,10447,Pace / Diving,58
10447,10447,Shooting / Handling,59
10447,10447,Passing / Kicking,61
10447,10447,Dribbling / Reflexes,67
10447,10447,Defense / Speed,56
10447,10447,Physical / Positioning,70
10448,10448,Pace / Diving,89
10448,10448,Shooting / Handling,55
10448,10448,Passing / Kicking,53
10448,10448,Dribbling / Reflexes,69
10448,10448,Defense / Speed,27
10448,10448,Physical / Positioning,56
10449,10449,Pace / Diving,67
10449,10449,Shooting / Handling,37
10449,10449,Passing / Kicking,48
10449,10449,Dribbling / Reflexes,59
10449,10449,Defense / Speed,64
10449,10449,Physical / Positioning,72
10450,10450,Pace / Diving,89
10450,10450,Shooting / Handling,42
10450,10450,Passing / Kicking,52
10450,10450,Dribbling / Reflexes,63
10450,10450,Defense / Speed,56
10450,10450,Physical / Positioning,67
10451,10451,Pace / Diving,64
10451,10451,Shooting / Handling,62
10451,10451,Passing / Kicking,63
10451,10451,Dribbling / Reflexes,63
10451,10451,Defense / Speed,33
10451,10451,Physical / Positioning,64
10452,10452,Pace / Diving,68
10452,10452,Shooting / Handling,64
10452,10452,Passing / Kicking,65
10452,10452,Dribbling / Reflexes,63
10452,10452,Defense / Speed,34
10452,10452,Physical / Positioning,53
10453,10453,Pace / Diving,63
10453,10453,Shooting / Handling,44
10453,10453,Passing / Kicking,55
10453,10453,Dribbling / Reflexes,58
10453,10453,Defense / Speed,62
10453,10453,Physical / Positioning,73
10454,10454,Pace / Diving,58
10454,10454,Shooting / Handling,54
10454,10454,Passing / Kicking,62
10454,10454,Dribbling / Reflexes,62
10454,10454,Defense / Speed,61
10454,10454,Physical / Positioning,68
10455,10455,Pace / Diving,49
10455,10455,Shooting / Handling,64
10455,10455,Passing / Kicking,57
10455,10455,Dribbling / Reflexes,60
10455,10455,Defense / Speed,46
10455,10455,Physical / Positioning,71
10456,10456,Pace / Diving,79
10456,10456,Shooting / Handling,48
10456,10456,Passing / Kicking,50
10456,10456,Dribbling / Reflexes,46
10456,10456,Defense / Speed,64
10456,10456,Physical / Positioning,66
10457,10457,Pace / Diving,76
10457,10457,Shooting / Handling,63
10457,10457,Passing / Kicking,59
10457,10457,Dribbling / Reflexes,64
10457,10457,Defense / Speed,41
10457,10457,Physical / Positioning,59
10458,10458,Pace / Diving,53
10458,10458,Shooting / Handling,67
10458,10458,Passing / Kicking,62
10458,10458,Dribbling / Reflexes,60
10458,10458,Defense / Speed,40
10458,10458,Physical / Positioning,69
10459,10459,Pace / Diving,53
10459,10459,Shooting / Handling,38
10459,10459,Passing / Kicking,54
10459,10459,Dribbling / Reflexes,48
10459,10459,Defense / Speed,66
10459,10459,Physical / Positioning,67
10460,10460,Pace / Diving,48
10460,10460,Shooting / Handling,32
10460,10460,Passing / Kicking,40
10460,10460,Dribbling / Reflexes,43
10460,10460,Defense / Speed,64
10460,10460,Physical / Positioning,77
10461,10461,Pace / Diving,90
10461,10461,Shooting / Handling,60
10461,10461,Passing / Kicking,53
10461,10461,Dribbling / Reflexes,70
10461,10461,Defense / Speed,28
10461,10461,Physical / Positioning,40
10462,10462,Pace / Diving,61
10462,10462,Shooting / Handling,61
10462,10462,Passing / Kicking,60
10462,10462,Dribbling / Reflexes,63
10462,10462,Defense / Speed,31
10462,10462,Physical / Positioning,67
10463,10463,Pace / Diving,68
10463,10463,Shooting / Handling,58
10463,10463,Passing / Kicking,60
10463,10463,Dribbling / Reflexes,64
10463,10463,Defense / Speed,64
10463,10463,Physical / Positioning,61
10464,10464,Pace / Diving,65
10464,10464,Shooting / Handling,62
10464,10464,Passing / Kicking,56
10464,10464,Dribbling / Reflexes,63
10464,10464,Defense / Speed,27
10464,10464,Physical / Positioning,64
10465,10465,Pace / Diving,70
10465,10465,Shooting / Handling,44
10465,10465,Passing / Kicking,55
10465,10465,Dribbling / Reflexes,58
10465,10465,Defense / Speed,57
10465,10465,Physical / Positioning,68
10466,10466,Pace / Diving,70
10466,10466,Shooting / Handling,63
10466,10466,Passing / Kicking,46
10466,10466,Dribbling / Reflexes,61
10466,10466,Defense / Speed,25
10466,10466,Physical / Positioning,82
10467,10467,Pace / Diving,64
10467,10467,Shooting / Handling,65
10467,10467,Passing / Kicking,40
10467,10467,Dribbling / Reflexes,54
10467,10467,Defense / Speed,24
10467,10467,Physical / Positioning,66
10468,10468,Pace / Diving,72
10468,10468,Shooting / Handling,61
10468,10468,Passing / Kicking,62
10468,10468,Dribbling / Reflexes,69
10468,10468,Defense / Speed,47
10468,10468,Physical / Positioning,55
10469,10469,Pace / Diving,55
10469,10469,Shooting / Handling,64
10469,10469,Passing / Kicking,51
10469,10469,Dribbling / Reflexes,60
10469,10469,Defense / Speed,27
10469,10469,Physical / Positioning,65
10470,10470,Pace / Diving,68
10470,10470,Shooting / Handling,52
10470,10470,Passing / Kicking,64
10470,10470,Dribbling / Reflexes,68
10470,10470,Defense / Speed,55
10470,10470,Physical / Positioning,51
10471,10471,Pace / Diving,72
10471,10471,Shooting / Handling,61
10471,10471,Passing / Kicking,60
10471,10471,Dribbling / Reflexes,72
10471,10471,Defense / Speed,28
10471,10471,Physical / Positioning,43
10472,10472,Pace / Diving,63
10472,10472,Shooting / Handling,63
10472,10472,Passing / Kicking,62
10472,10472,Dribbling / Reflexes,64
10472,10472,Defense / Speed,23
10472,10472,Physical / Positioning,62
10473,10473,Pace / Diving,56
10473,10473,Shooting / Handling,51
10473,10473,Passing / Kicking,60
10473,10473,Dribbling / Reflexes,60
10473,10473,Defense / Speed,63
10473,10473,Physical / Positioning,55
10474,10474,Pace / Diving,69
10474,10474,Shooting / Handling,48
10474,10474,Passing / Kicking,60
10474,10474,Dribbling / Reflexes,62
10474,10474,Defense / Speed,59
10474,10474,Physical / Positioning,69
10475,10475,Pace / Diving,69
10475,10475,Shooting / Handling,63
10475,10475,Passing / Kicking,55
10475,10475,Dribbling / Reflexes,62
10475,10475,Defense / Speed,41
10475,10475,Physical / Positioning,64
10476,10476,Pace / Diving,68
10476,10476,Shooting / Handling,55
10476,10476,Passing / Kicking,62
10476,10476,Dribbling / Reflexes,61
10476,10476,Defense / Speed,58
10476,10476,Physical / Positioning,61
10477,10477,Pace / Diving,67
10477,10477,Shooting / Handling,45
10477,10477,Passing / Kicking,63
10477,10477,Dribbling / Reflexes,66
10477,10477,Defense / Speed,60
10477,10477,Physical / Positioning,44
10478,10478,Pace / Diving,75
10478,10478,Shooting / Handling,55
10478,10478,Passing / Kicking,61
10478,10478,Dribbling / Reflexes,68
10478,10478,Defense / Speed,54
10478,10478,Physical / Positioning,59
10479,10479,Pace / Diving,68
10479,10479,Shooting / Handling,63
10479,10479,Passing / Kicking,51
10479,10479,Dribbling / Reflexes,63
10479,10479,Defense / Speed,26
10479,10479,Physical / Positioning,69
10480,10480,Pace / Diving,77
10480,10480,Shooting / Handling,49
10480,10480,Passing / Kicking,55
10480,10480,Dribbling / Reflexes,61
10480,10480,Defense / Speed,56
10480,10480,Physical / Positioning,65
10481,10481,Pace / Diving,64
10481,10481,Shooting / Handling,56
10481,10481,Passing / Kicking,58
10481,10481,Dribbling / Reflexes,62
10481,10481,Defense / Speed,64
10481,10481,Physical / Positioning,70
10482,10482,Pace / Diving,65
10482,10482,Shooting / Handling,57
10482,10482,Passing / Kicking,65
10482,10482,Dribbling / Reflexes,63
10482,10482,Defense / Speed,55
10482,10482,Physical / Positioning,71
10483,10483,Pace / Diving,81
10483,10483,Shooting / Handling,61
10483,10483,Passing / Kicking,50
10483,10483,Dribbling / Reflexes,64
10483,10483,Defense / Speed,27
10483,10483,Physical / Positioning,68
10484,10484,Pace / Diving,69
10484,10484,Shooting / Handling,61
10484,10484,Passing / Kicking,56
10484,10484,Dribbling / Reflexes,70
10484,10484,Defense / Speed,27
10484,10484,Physical / Positioning,61
10485,10485,Pace / Diving,77
10485,10485,Shooting / Handling,63
10485,10485,Passing / Kicking,56
10485,10485,Dribbling / Reflexes,63
10485,10485,Defense / Speed,32
10485,10485,Physical / Positioning,69
10486,10486,Pace / Diving,77
10486,10486,Shooting / Handling,34
10486,10486,Passing / Kicking,43
10486,10486,Dribbling / Reflexes,54
10486,10486,Defense / Speed,64
10486,10486,Physical / Positioning,66
10487,10487,Pace / Diving,75
10487,10487,Shooting / Handling,40
10487,10487,Passing / Kicking,56
10487,10487,Dribbling / Reflexes,62
10487,10487,Defense / Speed,60
10487,10487,Physical / Positioning,61
10488,10488,Pace / Diving,61
10488,10488,Shooting / Handling,56
10488,10488,Passing / Kicking,59
10488,10488,Dribbling / Reflexes,64
10488,10488,Defense / Speed,64
10488,10488,Physical / Positioning,74
10489,10489,Pace / Diving,76
10489,10489,Shooting / Handling,57
10489,10489,Passing / Kicking,62
10489,10489,Dribbling / Reflexes,65
10489,10489,Defense / Speed,43
10489,10489,Physical / Positioning,61
10490,10490,Pace / Diving,65
10490,10490,Shooting / Handling,64
10490,10490,Passing / Kicking,62
10490,10490,Dribbling / Reflexes,64
10490,10490,Defense / Speed,53
10490,10490,Physical / Positioning,76
10491,10491,Pace / Diving,75
10491,10491,Shooting / Handling,65
10491,10491,Passing / Kicking,51
10491,10491,Dribbling / Reflexes,67
10491,10491,Defense / Speed,21
10491,10491,Physical / Positioning,61
10492,10492,Pace / Diving,93
10492,10492,Shooting / Handling,58
10492,10492,Passing / Kicking,54
10492,10492,Dribbling / Reflexes,66
10492,10492,Defense / Speed,30
10492,10492,Physical / Positioning,57
10493,10493,Pace / Diving,64
10493,10493,Shooting / Handling,63
10493,10493,Passing / Kicking,50
10493,10493,Dribbling / Reflexes,59
10493,10493,Defense / Speed,22
10493,10493,Physical / Positioning,65
10494,10494,Pace / Diving,47
10494,10494,Shooting / Handling,66
10494,10494,Passing / Kicking,50
10494,10494,Dribbling / Reflexes,60
10494,10494,Defense / Speed,19
10494,10494,Physical / Positioning,67
10495,10495,Pace / Diving,56
10495,10495,Shooting / Handling,59
10495,10495,Passing / Kicking,61
10495,10495,Dribbling / Reflexes,62
10495,10495,Defense / Speed,62
10495,10495,Physical / Positioning,70
10496,10496,Pace / Diving,63
10496,10496,Shooting / Handling,61
10496,10496,Passing / Kicking,73
10496,10496,Dribbling / Reflexes,58
10496,10496,Defense / Speed,22
10496,10496,Physical / Positioning,68
10497,10497,Pace / Diving,62
10497,10497,Shooting / Handling,63
10497,10497,Passing / Kicking,63
10497,10497,Dribbling / Reflexes,68
10497,10497,Defense / Speed,58
10497,10497,Physical / Positioning,64
10498,10498,Pace / Diving,77
10498,10498,Shooting / Handling,25
10498,10498,Passing / Kicking,31
10498,10498,Dribbling / Reflexes,46
10498,10498,Defense / Speed,65
10498,10498,Physical / Positioning,70
10499,10499,Pace / Diving,87
10499,10499,Shooting / Handling,60
10499,10499,Passing / Kicking,54
10499,10499,Dribbling / Reflexes,67
10499,10499,Defense / Speed,28
10499,10499,Physical / Positioning,59
10500,10500,Pace / Diving,69
10500,10500,Shooting / Handling,46
10500,10500,Passing / Kicking,56
10500,10500,Dribbling / Reflexes,58
10500,10500,Defense / Speed,60
10500,10500,Physical / Positioning,75
10501,10501,Pace / Diving,65
10501,10501,Shooting / Handling,64
10501,10501,Passing / Kicking,47
10501,10501,Dribbling / Reflexes,64
10501,10501,Defense / Speed,21
10501,10501,Physical / Positioning,59
10502,10502,Pace / Diving,65
10502,10502,Shooting / Handling,62
10502,10502,Passing / Kicking,64
10502,10502,Dribbling / Reflexes,66
10502,10502,Defense / Speed,58
10502,10502,Physical / Positioning,60
10503,10503,Pace / Diving,66
10503,10503,Shooting / Handling,66
10503,10503,Passing / Kicking,49
10503,10503,Dribbling / Reflexes,61
10503,10503,Defense / Speed,21
10503,10503,Physical / Positioning,68
10504,10504,Pace / Diving,66
10504,10504,Shooting / Handling,56
10504,10504,Passing / Kicking,62
10504,10504,Dribbling / Reflexes,66
10504,10504,Defense / Speed,43
10504,10504,Physical / Positioning,54
10505,10505,Pace / Diving,57
10505,10505,Shooting / Handling,63
10505,10505,Passing / Kicking,41
10505,10505,Dribbling / Reflexes,58
10505,10505,Defense / Speed,28
10505,10505,Physical / Positioning,75
10506,10506,Pace / Diving,70
10506,10506,Shooting / Handling,63
10506,10506,Passing / Kicking,48
10506,10506,Dribbling / Reflexes,60
10506,10506,Defense / Speed,44
10506,10506,Physical / Positioning,66
10507,10507,Pace / Diving,59
10507,10507,Shooting / Handling,53
10507,10507,Passing / Kicking,50
10507,10507,Dribbling / Reflexes,56
10507,10507,Defense / Speed,64
10507,10507,Physical / Positioning,65
10508,10508,Pace / Diving,42
10508,10508,Shooting / Handling,32
10508,10508,Passing / Kicking,41
